Accession	Name	Description
2	Bacteria	Bacteria are a large domain of single-celled, prokaryote microorganisms. Some species of bacteria are pathogenic and cause infectious diseases, including cholera, syphilis, anthrax, leprosy and bubonic plague. The most common fatal bacterial diseases are respiratory infections, with tuberculosis alone killing about 2 million people a year, mostly in sub-Saharan Africa. Antibiotics are used to treat bacterial infections and in agriculture, yet antibiotic resistance is becoming increasingly common.
816	Bacteroides
679937	Bacteroides coprosuis DSM 18011
817	Bacteroides fragilis
818	Bacteroides thetaiotaomicron
821	Bacteroides vulgatus
774	Bartonella bacilliformis
360095	Bartonella bacilliformis KC583
1678	Bifidobacterium	High GC content, gram positive bacterium
702459	Bifidobacterium bifidum PRL2010	_blank_
216816	Bifidobacterium longum
722911	Bifidobacterium longum subsp. longum F8
517	Bordetella
518	Bordetella bronchiseptica
520	Bordetella pertussis	Bordetella pertussis
1017264	Bordetella pertussis CS
257313	Bordetella pertussis Tohama I	_blank_
138	Borrelia	blank
139	Borrelia burgdorferi	Borrelia burgdorferi
224326	Borrelia burgdorferi B31	_blank_
1064537	Brachybacterium paraconglomeratum LC44
1266923	Brachyspira hyodysenteriae ATCC 27164	_blank_
52584	Brachyspira pilosicoli
335659	Bradyrhizobium sp. S23321
1393	Brevibacillus brevis	_blank_
358681	Brevibacillus brevis NBRC 100599
1289602	Brevibacillus brevis Vm4	_blank_
234	Brucella	blank
29461	Brucella suis	_blank_
204722	Brucella suis 1330
32008	Burkholderia
95486	Burkholderia cenocepacia	Burkholderia cenocepacia species
216591	Burkholderia cenocepacia J2315
292	Burkholderia cepacia
28450	Burkholderia pseudomallei
320371	Burkholderia pseudomallei 1710a	_blank_
557724	Burkholderia pseudomallei 576
272560	Burkholderia pseudomallei K96243	_blank_
82977	Buttiauxella agrestis	_blank_
831	Butyrivibrio fibrisolvens
194	Campylobacter
195	Campylobacter coli
1273173	Campylobacter coli CVM N29710
32019	Campylobacter fetus subsp. fetus
197	Campylobacter jejuni
360109	Campylobacter jejuni subsp. doylei 269.97
32022	Campylobacter jejuni subsp. jejuni
192222	Campylobacter jejuni subsp. jejuni NCTC 11168
553178	Capnocytophaga gingivalis ATCC 33624	_blank_
1018	Capnocytophaga ochracea
155892	Caulobacter vibrioides
810	Chlamydia	Genus: Chlamydia
83558	Chlamydia pneumoniae	Chlamydia pneumoniae
83554	Chlamydia psittaci	Chlamydia psittaci
331636	Chlamydia psittaci 6BC	Chlamydia psittaci 6BC
813	Chlamydia trachomatis	_blank_
3055	Chlamydomonas reinhardtii	_blank_
59732	Chryseobacterium
250	Chryseobacterium gleum
253	Chryseobacterium indologenes
1620218	Chryseobacterium sp. Stok-1
544	Citrobacter
35703	Citrobacter amalonaticus
57706	Citrobacter braakii
546	Citrobacter freundii
545	Citrobacter koseri
67826	Citrobacter sedlakii
1037358	Citrobacter sp. 913
1367686	Citrobacter sp. OTESBL0707
1344960	Citrobacter sp. TR21_24
1236704	Citrobacter sp. W1065
67827	Citrobacter werkmanii
133448	Citrobacter youngae	Citrobacter youngae
500640	Citrobacter youngae ATCC 29220
118296	Cloning vector pBGS9-
40154	Cloning vector pUCGM
185309	Clostridiaceae bacterium K10
1485	Clostridium
1491	Clostridium botulinum	Clostridium botulinum
536232	Clostridium botulinum A2 str. Kyoto
413999	Clostridium botulinum A str. ATCC 3502	_blank_
1492	Clostridium butyricum
1496	Clostridium difficile
272563	Clostridium difficile 630
1502	Clostridium perfringens
289380	Clostridium perfringens SM101	_blank_
1513	Clostridium tetani	Clostridium tetani
1716	Corynebacterium
1717	Corynebacterium diphtheriae
257309	Corynebacterium diphtheriae NCTC 13129	_blank_
1718	Corynebacterium glutamicum
373068	Corynebacterium sp. L2-79-05
43770	Corynebacterium striatum
693216	Cronobacter turicensis z3032
266264	Cupriavidus metallidurans CH34
80866	Delftia acidovorans
36853	Desulfitobacterium	_blank_
49338	Desulfitobacterium hafniense	_blank_
537010	Desulfitobacterium hafniense DP7	_blank_
573370	Desulfovibrio magneticus RS-1
1117645	Elizabethkingia anophelis	_blank_
238	Elizabethkingia meningoseptica
247	Empedobacter brevis
547	Enterobacter
548	Enterobacter aerogenes
61645	Enterobacter asburiae
550	Enterobacter cloacae
354276	Enterobacter cloacae complex	_blank_
716541	Enterobacter cloacae subsp. cloacae ATCC 13047
158836	Enterobacter hormaechei
543	Enterobacteriaceae	_blank_
254397	Enterobacteria phage 2851
194701	Enterobacteria phage Fels-2
210927	Enterobacteria phage SC370
208224	Enterobacter kobei
1445416	Enterobacter sp. 87F-2
291398	Enterobacter sp. E624
357216	Enterobacter sp. Ni15
1284354	Enterobacter sp. SL1
1350	Enterococcus
37734	Enterococcus casseliflavus
53345	Enterococcus durans
1351	Enterococcus faecalis
1201292	Enterococcus faecalis ATCC 29212
1151194	Enterococcus faecalis EnGen0074	_blank_
491075	Enterococcus faecalis HH22
474186	Enterococcus faecalis OG1RF	Enterococcus faecalis OG1RF
1027372	Enterococcus faecalis OG1X
226185	Enterococcus faecalis V583
1352	Enterococcus faecium
333849	Enterococcus faecium DO
535206	Enterococcus faecium E1162	_blank_
1353	Enterococcus gallinarum
1354	Enterococcus hirae
35783	Enterococcus sp.
1620219	Epilithonimonas sp. Stok-2
561	Escherichia	blank
562	Escherichia coli	blank
216592	Escherichia coli 042	_blank_
526563	Escherichia coli 1520
405955	Escherichia coli APEC O1
1322345	Escherichia coli ATCC 25922	_blank_
550676	Escherichia coli B185	_blank_
199310	Escherichia coli CFT073
316401	Escherichia coli ETEC H10407	_blank_
634468	Escherichia coli HB101
1355100	Escherichia coli JJ1886	_blank_
83333	Escherichia coli K-12	_blank_
373045	Escherichia coli O111:NM
331111	Escherichia coli O139:H28 str. E24377A	_blank_
183192	Escherichia coli O157:H-
83334	Escherichia coli O157:H7	Definition needed.
155864	Escherichia coli O157:H7 str. EDL933
386585	Escherichia coli O157:H7 str. Sakai	Definition needed.
941280	Escherichia coli O25b:H4	_blank_
439184	Escherichia coli RS218
1403831	Escherichia coli str. K-12 substr. MC4100	_blank_
511145	Escherichia coli str. K-12 substr. MG1655
316407	Escherichia coli str. K-12 substr. W3110
696406	Escherichia coli UMNK88	_blank_
1389960	Exiguobacterium sp. S3-2
376686	Flavobacterium johnsoniae UW101
464	Fluoribacter gormanii
263	Francisella tularensis	Francisella tularensis
848	Fusobacterium
859	Fusobacterium necrophorum
851	Fusobacterium nucleatum
1236	Gammaproteobacteria	_blank_
1422	Geobacillus stearothermophilus
203855	Gram-negative bacterium TC71
724	Haemophilus
727	Haemophilus influenzae
862964	Haemophilus influenzae 10810
71421	Haemophilus influenzae Rd KW20	_blank_
729	Haemophilus parainfluenzae
569	Hafnia alvei
2242	Halobacterium salinarum	_blank_
31983	Helcococcus	Helcococcus genus
40091	Helcococcus kunzii	_blank_
210	Helicobacter pylori	_blank_
85962	Helicobacter pylori 26695
592205	Helicobacter pylori B38	_blank_
907240	Helicobacter pylori Gambia94/24
85963	Helicobacter pylori J99
9606	Homo sapiens	_blank_
40049	IncJ plasmid R391
77644	IncQ plasmid pIE1120
29581	Janthinobacterium lividum
570	Klebsiella
571	Klebsiella oxytoca
573	Klebsiella pneumoniae
574	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae
72407	Klebsiella pneumoniae subsp. pneumoniae
1125630	Klebsiella pneumoniae subsp. pneumoniae HS11286	_blank_
1328324	Klebsiella pneumoniae subsp. pneumoniae KPNIH27	_blank_
272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578
474576	Klebsiella sp. ARS06-441
579	Kluyvera
51288	Kluyvera ascorbata
73098	Kluyvera georgiana
1491392	Kluyvera sp. MRB7
1578	Lactobacillus
1613	Lactobacillus fermentum
1598	Lactobacillus reuteri
1358	Lactococcus lactis
1360	Lactococcus lactis subsp. lactis
889971	Lactococcus lactis subsp. lactis K214
168471	Laribacter hongkongensis	_blank_
445	Legionella
446	Legionella pneumophila	Legionella pneumophila
866628	Legionella pneumophila 130b
400673	Legionella pneumophila str. Corby
297245	Legionella pneumophila str. Lens
297246	Legionella pneumophila str. Paris	_blank_
272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	_blank_
178606	Leptospirillum ferriphilum
1637	Listeria	blank
1642	Listeria innocua	_blank_
1639	Listeria monocytogenes
169963	Listeria monocytogenes EGD-e	_blank_
1421	Lysinibacillus sphaericus
69966	Macrococcus caseolyticus
75984	Mannheimia
75985	Mannheimia haemolytica
85404	Mannheimia varigena
1620220	Massilia sp. SB1-3
907	Megasphaera elsdenii
1269	Micrococcus
1270	Micrococcus luteus
526920	Micrococcus sp. SMCC G887
1873	Micromonospora
1874	Micromonospora chalcea
28040	Micromonospora griseorubida
1879	Micromonospora zionensis	_blank_
383994	Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Zeo-gfpmut3
663108	mixed culture bacterium AX_gF3SD01_15
480	Moraxella catarrhalis	_blank_
581	Morganella	_blank_
582	Morganella morganii
180434	Morganella morganii subsp. morganii	Morganella morganii subsp. morganii
1124991	Morganella morganii subsp. morganii KT
1763	Mycobacterium
36809	Mycobacterium abscessus
1764	Mycobacterium avium
1765	Mycobacterium Bovis	_blank_
233413	Mycobacterium bovis AF2122/97
717522	Mycobacterium bovis BCG str. Mexico
410289	Mycobacterium bovis BCG str. Pasteur 1173P2	_blank_
1774	Mycobacterium chelonae	_blank_
1766	Mycobacterium fortuitum
134601	Mycobacterium goodii
1767	Mycobacterium intracellulare	_blank_
1768	Mycobacterium kansasii	_blank_
1769	Mycobacterium leprae
272631	Mycobacterium leprae TN
1772	Mycobacterium smegmatis
246196	Mycobacterium smegmatis str. MC2 155
1773	Mycobacterium tuberculosis
83331	Mycobacterium tuberculosis CDC1551
77643	Mycobacterium tuberculosis complex	_blank_
419947	Mycobacterium tuberculosis H37Ra	_blank_
83332	Mycobacterium tuberculosis H37Rv
1097669	Mycobacterium tuberculosis UT205	_blank_
2093	Mycoplasma	_blank_
496833	Mycoplasma fermentans PG18	_blank_
710127	Mycoplasma gallisepticum str. R(low)	_blank_
2098	Mycoplasma hominis	_blank_
347256	Mycoplasma hominis ATCC 23114	_blank_
2104	Mycoplasma pneumoniae	_blank_
272634	Mycoplasma pneumoniae M129	_blank_
76831	Myroides
76832	Myroides odoratimimus
929704	Myroides odoratus DSM 2801
482	Neisseria
485	Neisseria gonorrhoeae
242231	Neisseria gonorrhoeae FA 1090	_blank_
521006	Neisseria gonorrhoeae NCCP11945
487	Neisseria meningitidis
122586	Neisseria meningitidis MC58
122587	Neisseria meningitidis Z2491
247156	Nocardia farcinica IFM 10152	_blank_
529	Ochrobactrum anthropi
90245	Oligella urethralis
784	Orientia tsutsugamushi
28384	other sequence	Definition needed.
44249	Paenibacillus
46240	Paenibacillus apiarius
78057	Paenibacillus popilliae
1212764	Paenibacillus popilliae ATCC 14706
1120679	Paenibacillus sp. LC231	_blank_
481743	Paenibacillus sp. Y412MC10	_blank_
93220	Pandoraea pnomenusa
53335	Pantoea
549	Pantoea agglomerans
706191	Pantoea ananatis LMG 20103
823	Parabacteroides distasonis
747	Pasteurella multocida
1075089	Pasteurella multocida 36950
84567	Pedobacter	_blank_
1620221	Pedobacter sp. ALS-14
1620222	Pedobacter sp. SI-33
1620223	Pedobacter sp. Stok-3
657	Photobacterium	_blank_
38293	Photobacterium damselae	Photobacterium damselae
85581	Photobacterium damselae subsp. damselae	Photobacterium damselae subsp. damselae
38294	Photobacterium damselae subsp. piscicida	Photobacterium damselae subsp. piscicida
35762	Planobispora rosea	_blank_
36549	plasmid	Definition needed.
2457	Plasmid ColV-K30
2468	Plasmid NR79
2524	Plasmid pAM77
2525	Plasmid pAZ1
36542	Plasmid pE5
28406	Plasmid pGT633
2568	Plasmid pIM13
2571	Plasmid pIP1527
2578	Plasmid pJHC-MW1
28412	Plasmid pLMO229
2609	Plasmid pNG2
2613	Plasmid pNS1
2616	Plasmid pRA1
2624	Plasmid pSBK203
2655	Plasmid pUB110
28425	Plasmid pWP113a
28427	Plasmid pWP14a
167474	Plasmid pWW100
2508	Plasmid R
2477	Plasmid R1033
2483	Plasmid R26
2486	Plasmid R387
2488	Plasmid R46
2499	Plasmid RGN238
2503	Plasmid RP4
42068	Pneumocystis jirovecii	Pneumocystis jirovecii
431947	Porphyromonas gingivalis ATCC 33277	_blank_
28131	Prevotella intermedia
140679	Promoter probe vector pPROBE'-gfp[tagless]
1743	Propionibacterium	_blank_
1747	Propionibacterium acnes	Propionibacterium acnes
1744	Propionibacterium freudenreichii	_blank_
1224	Proteobacteria	_blank_
583	Proteus
584	Proteus mirabilis
1266738	Proteus mirabilis BB2000
529507	Proteus mirabilis HI4320	Proteus mirabilis HI4320
102862	Proteus penneri	Proteus penneri
585	Proteus vulgaris
586	Providencia
587	Providencia rettgeri
235468	Providencia sp. 4440
588	Providencia stuartii
286	Pseudomonas
287	Pseudomonas aeruginosa
1081927	Pseudomonas aeruginosa PA103	_blank_
1457392	Pseudomonas aeruginosa PA96	Pseudomonas aeruginosa PA96
1009714	Pseudomonas aeruginosa PAK
208964	Pseudomonas aeruginosa PAO1
294	Pseudomonas fluorescens
303	Pseudomonas putida
306	Pseudomonas sp.
258476	Pseudomonas sp. MCI3434
316	Pseudomonas stutzeri
317	Pseudomonas syringae
321	Pseudomonas syringae pv. syringae
256325	Psychrobacter maritimus
329	Ralstonia pickettii
160674	Raoultella	Raoultella
575	Raoultella planticola	Raoultella planticola
577	Raoultella terrigena
1061	Rhodobacter capsulatus
272943	Rhodobacter sphaeroides 2.4.1	_blank_
1827	Rhodococcus
43767	Rhodococcus equi
1828	Rhodococcus fascians
1829	Rhodococcus rhodochrous
782	Rickettsia prowazekii	Rickettsia prowazekii
34085	Riemerella anatipestifer
405948	Saccharopolyspora erythraea NRRL 2338
590	Salmonella
54736	Salmonella bongori
28901	Salmonella enterica
41512	Salmonella enterica IIIb 50:k:z
59203	Salmonella enterica subsp. arizonae
41514	Salmonella enterica subsp. arizonae serovar 62:z4,z23:--
523833	Salmonella enterica subsp. arizonae str. ATCC BAA-1577
59204	Salmonella enterica subsp. diarizonae
523839	Salmonella enterica subsp. diarizonae str. ATCC BAA-1579
59201	Salmonella enterica subsp. enterica
486987	Salmonella enterica subsp. enterica serovar '02-6026 18:1 v-z-Arizona'
353569	Salmonella enterica subsp. enterica serovar 4,12;I,-
440524	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-
440534	Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. CVM23701
260367	Salmonella enterica subsp. enterica serovar Aberdeen
29482	Salmonella enterica subsp. enterica serovar Abony
607	Salmonella enterica subsp. enterica serovar Abortusequi
53961	Salmonella enterica subsp. enterica serovar Abortusovis
596157	Salmonella enterica subsp. enterica serovar Abortusovis str. SSM0041
29473	Salmonella enterica subsp. enterica serovar Adelaide
399581	Salmonella enterica subsp. enterica serovar Agama
58095	Salmonella enterica subsp. enterica serovar Agona
454166	Salmonella enterica subsp. enterica serovar Agona str. SL483
211968	Salmonella enterica subsp. enterica serovar Albany
593904	Salmonella enterica subsp. enterica serovar Amesterdam
58712	Salmonella enterica subsp. enterica serovar Anatum
486988	Salmonella enterica subsp. enterica serovar Arechavaleta
486989	Salmonella enterica subsp. enterica serovar Arizona
47066	Salmonella enterica subsp. enterica serovar Austin
181735	Salmonella enterica subsp. enterica serovar Azteca
34039	Salmonella enterica subsp. enterica serovar Banana
58096	Salmonella enterica subsp. enterica serovar Bareilly
260368	Salmonella enterica subsp. enterica serovar Bergen
28142	Salmonella enterica subsp. enterica serovar Berta
399582	Salmonella enterica subsp. enterica serovar Binza
399583	Salmonella enterica subsp. enterica serovar Blegdam
57741	Salmonella enterica subsp. enterica serovar Blockley
589371	Salmonella enterica subsp. enterica serovar Bonn
55400	Salmonella enterica subsp. enterica serovar Borreze
58097	Salmonella enterica subsp. enterica serovar Bovismorbificans
149391	Salmonella enterica subsp. enterica serovar Braenderup
149387	Salmonella enterica subsp. enterica serovar Brandenburg
565036	Salmonella enterica subsp. enterica serovar Brandenburg str. KMR12
134047	Salmonella enterica subsp. enterica serovar Bredeney
28143	Salmonella enterica subsp. enterica serovar Budapest
152690	Salmonella enterica subsp. enterica serovar Bury
29474	Salmonella enterica subsp. enterica serovar California
340188	Salmonella enterica subsp. enterica serovar Cerro
149386	Salmonella enterica subsp. enterica serovar Chester
58099	Salmonella enterica subsp. enterica serovar Chingola
119912	Salmonella enterica subsp. enterica serovar Choleraesuis
321314	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67
399584	Salmonella enterica subsp. enterica serovar Coeln
483687	Salmonella enterica subsp. enterica serovar Concord
486990	Salmonella enterica subsp. enterica serovar Copenhagen
593905	Salmonella enterica subsp. enterica serovar Corvallis
189201	Salmonella enterica subsp. enterica serovar Cubana
630526	Salmonella enterica subsp. enterica serovar Dakar
28144	Salmonella enterica subsp. enterica serovar Derby
486991	Salmonella enterica subsp. enterica serovar Dowd
98360	Salmonella enterica subsp. enterica serovar Dublin
439851	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853
322832	Salmonella enterica subsp. enterica serovar Duesseldorf
174641	Salmonella enterica subsp. enterica serovar Duisburg
486992	Salmonella enterica subsp. enterica serovar Durban
486993	Salmonella enterica subsp. enterica serovar Eastbourne
286784	Salmonella enterica subsp. enterica serovar Emek
149539	Salmonella enterica subsp. enterica serovar Enteritidis
565035	Salmonella enterica subsp. enterica serovar Enteritidis str. 48-0811
272989	Salmonella enterica subsp. enterica serovar Enteritidis str. LK5
550537	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109
29475	Salmonella enterica subsp. enterica serovar Enteritidis var. chaco
29476	Salmonella enterica subsp. enterica serovar Enteritidis var. danysz
29478	Salmonella enterica subsp. enterica serovar Enteritidis var. jena
29477	Salmonella enterica subsp. enterica serovar Essen
328659	Salmonella enterica subsp. enterica serovar Fischerkietz
594	Salmonella enterica subsp. enterica serovar Gallinarum
604	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum
550538	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91
260366	Salmonella enterica subsp. enterica serovar Garoli
46626	Salmonella enterica subsp. enterica serovar Give
260678	Salmonella enterica subsp. enterica serovar Goldcoast
260681	Salmonella enterica subsp. enterica serovar Grumpensis
149385	Salmonella enterica subsp. enterica serovar Hadar
465516	Salmonella enterica subsp. enterica serovar Hadar str. RI_05P066
192956	Salmonella enterica subsp. enterica serovar Haifa
568095	Salmonella enterica subsp. enterica serovar Hartford
179997	Salmonella enterica subsp. enterica serovar Havana
611	Salmonella enterica subsp. enterica serovar Heidelberg
454169	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476
454164	Salmonella enterica subsp. enterica serovar Heidelberg str. SL486
486994	Salmonella enterica subsp. enterica serovar Hvittingfoss
486995	Salmonella enterica subsp. enterica serovar Idikan
286783	Salmonella enterica subsp. enterica serovar Indiana
565037	Salmonella enterica subsp. enterica serovar Indiana str. KMR53
595	Salmonella enterica subsp. enterica serovar Infantis
596155	Salmonella enterica subsp. enterica serovar Infantis str. SARB27
224729	Salmonella enterica subsp. enterica serovar Java
363569	Salmonella enterica subsp. enterica serovar Javiana
454167	Salmonella enterica subsp. enterica serovar Javiana str. GA_MM04042433
358771	Salmonella enterica subsp. enterica serovar Kedougou
192955	Salmonella enterica subsp. enterica serovar Kentucky
454231	Salmonella enterica subsp. enterica serovar Kentucky str. CDC 191
439842	Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188
375284	Salmonella enterica subsp. enterica serovar Keurmassar
286781	Salmonella enterica subsp. enterica serovar Kinshasa
224727	Salmonella enterica subsp. enterica serovar Kottbus
486996	Salmonella enterica subsp. enterica serovar Kunzendorf
459283	Salmonella enterica subsp. enterica serovar Lansing
260676	Salmonella enterica subsp. enterica serovar Lexington
486997	Salmonella enterica subsp. enterica serovar Lille
486998	Salmonella enterica subsp. enterica serovar Litchfield
216804	Salmonella enterica subsp. enterica serovar Liverpool
260680	Salmonella enterica subsp. enterica serovar Livingstone
149390	Salmonella enterica subsp. enterica serovar London
260679	Salmonella enterica subsp. enterica serovar Madjorio
340189	Salmonella enterica subsp. enterica serovar Manhattan
44468	Salmonella enterica subsp. enterica serovar Maregrosso
29479	Salmonella enterica subsp. enterica serovar Marrtens
57742	Salmonella enterica subsp. enterica serovar Matopeni
192954	Salmonella enterica subsp. enterica serovar Mbandaka
486999	Salmonella enterica subsp. enterica serovar Meleagridis
286780	Salmonella enterica subsp. enterica serovar Miami
523836	Salmonella enterica subsp. enterica serovar Miami str. ATCC BAA-1586
149388	Salmonella enterica subsp. enterica serovar Mikawasima
70803	Salmonella enterica subsp. enterica serovar Minnesota
487000	Salmonella enterica subsp. enterica serovar Molade
29480	Salmonella enterica subsp. enterica serovar Monschaui
115981	Salmonella enterica subsp. enterica serovar Montevideo
28146	Salmonella enterica subsp. enterica serovar Moscow
596	Salmonella enterica subsp. enterica serovar Muenchen
596158	Salmonella enterica subsp. enterica serovar Muenchen str. SARB34
82689	Salmonella enterica subsp. enterica serovar Muenster
523828	Salmonella enterica subsp. enterica serovar Muenster str. ATCC BAA-1575
659432	Salmonella enterica subsp. enterica serovar Mygdal
71517	Salmonella enterica subsp. enterica serovar Naestved
487001	Salmonella enterica subsp. enterica serovar Newington
367181	Salmonella enterica subsp. enterica serovar Newlands
34040	Salmonella enterica subsp. enterica serovar Newmexico
108619	Salmonella enterica subsp. enterica serovar Newport
585201	Salmonella enterica subsp. enterica serovar Newport str. CVM36720
423368	Salmonella enterica subsp. enterica serovar Newport str. SL254
454168	Salmonella enterica subsp. enterica serovar Newport str. SL317
117541	Salmonella enterica subsp. enterica serovar Ohio
28147	Salmonella enterica subsp. enterica serovar Oranienburg
612	Salmonella enterica subsp. enterica serovar Ordonez
399586	Salmonella enterica subsp. enterica serovar Orion
34041	Salmonella enterica subsp. enterica serovar Othmarschen
29472	Salmonella enterica subsp. enterica serovar Panama
565038	Salmonella enterica subsp. enterica serovar Panama str. KMR64
54388	Salmonella enterica subsp. enterica serovar Paratyphi A
554290	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601
295319	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
57045	Salmonella enterica subsp. enterica serovar Paratyphi B
523830	Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1584
523829	Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1585
272994	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7
57046	Salmonella enterica subsp. enterica serovar Paratyphi C
476213	Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594
566547	Salmonella enterica subsp. enterica serovar Paratyphi C str. SARB 49
34042	Salmonella enterica subsp. enterica serovar Pensacola
260369	Salmonella enterica subsp. enterica serovar Poeseldorf
570935	Salmonella enterica subsp. enterica serovar Pomona
436295	Salmonella enterica subsp. enterica serovar Poona
596156	Salmonella enterica subsp. enterica serovar Poona str. SGSC4934
597	Salmonella enterica subsp. enterica serovar Potsdam
605	Salmonella enterica subsp. enterica serovar Pullorum
212106	Salmonella enterica subsp. enterica serovar Rachaburi
165302	Salmonella enterica subsp. enterica serovar Reading
399587	Salmonella enterica subsp. enterica serovar Rissen
28149	Salmonella enterica subsp. enterica serovar Rostock
598	Salmonella enterica subsp. enterica serovar Rubislaw
90105	Salmonella enterica subsp. enterica serovar Saintpaul
439846	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA23
439847	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA29
181736	Salmonella enterica subsp. enterica serovar Schleissheim
340190	Salmonella enterica subsp. enterica serovar Schwarzengrund
439843	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633
